path	family	status	lines	description
fractionation/e_frac_33_fitness_landscape.py	Fractionation & bean-period analysis	unknown	450	E-FRAC-33: Fitness Landscape Analysis of the Permutation Space.
fractionation/e_frac_33b_perperiod_fix.py	Fractionation & bean-period analysis	unknown	312	E-FRAC-33b: Fix per-period correlation analysis from E-FRAC-33.
fractionation/e_frac_34_multi_objective_oracle.py	Fractionation & bean-period analysis	unknown	679	E-FRAC-34: Multi-Objective Oracle Design for JTS.
fractionation/e_frac_35_bean_period_impossibility.py	Fractionation & bean-period analysis	unknown	528	E-FRAC-35: Bean Impossibility Proof for Transposition + Periodic Key
fractionation/e_frac_36_period8_bean_hillclimb.py	Fractionation & bean-period analysis	unknown	382	E-FRAC-36: Period-8 Hill-Climbing with Bean Constraint
fractionation/e_frac_37_autokey_arbitrary_transposition.py	Fractionation & bean-period analysis	unknown	539	E-FRAC-37: Autokey + Arbitrary Transposition — Oracle Generalization Test
fractionation/e_frac_38_bean_key_model_constraints.py	Fractionation & bean-period analysis	unknown	448	E-FRAC-38: Bean Constraint Analysis for ALL Key Generation Models
fractionation/e_frac_39_running_key_bipartite.py	Fractionation & bean-period analysis	unknown	532	E-FRAC-39: Running Key + Transposition Bipartite Feasibility Analysis
fractionation/e_frac_40_carter_quadgram_screen.py	Fractionation & bean-period analysis	unknown	436	E-FRAC-40: Carter Running Key + Transposition Quadgram Screening
fractionation/e_frac_40b_random_key_control.py	Fractionation & bean-period analysis	unknown	365	E-FRAC-40b: Random Key Control for Quadgram Screening
fractionation/e_frac_41_word_discriminator.py	Fractionation & bean-period analysis	unknown	374	E-FRAC-41: Word-Level Discriminator Analysis
fractionation/e_frac_42_refined_discriminator.py	Fractionation & bean-period analysis	unknown	470	E-FRAC-42: Refined Word Discriminator — Non-Crib Words + Multi-Threshold
fractionation/e_frac_43_bigram_discriminator.py	Fractionation & bean-period analysis	unknown	394	E-FRAC-43: Bigram Transition Discriminator
fractionation/e_frac_44_information_theoretic.py	Fractionation & bean-period analysis	unknown	728	E-FRAC-44: Information-Theoretic Analysis of the Crib Oracle.
fractionation/e_frac_45_grid_reading_orders.py	Fractionation & bean-period analysis	unknown	695	(no description)
fractionation/e_frac_46_double_columnar.py	Fractionation & bean-period analysis	unknown	477	(no description)
fractionation/e_frac_47_myszkowski.py	Fractionation & bean-period analysis	unknown	546	E-FRAC-47: Myszkowski Transposition — Comprehensive Test.
fractionation/e_frac_48_amsco_disrupted.py	Fractionation & bean-period analysis	unknown	432	E-FRAC-48: AMSCO / Nihilist / Swapped Columnar at Widths 8-13.
fractionation/e_frac_49_running_key_columnar.py	Fractionation & bean-period analysis	unknown	444	E-FRAC-49: Running Key + Structured Columnar Transposition (DEFINITIVE TEST)
fractionation/e_frac_50_running_key_all_families.py	Fractionation & bean-period analysis	unknown	412	E-FRAC-50: Running Key + ALL Remaining Structured Transposition Families
fractionation/e_frac_51_english_key_detection.py	Fractionation & bean-period analysis	unknown	613	E-FRAC-51: English-Like Key Fragment Detection on Structured Transpositions
fractionation/e_frac_52_three_layer.py	Fractionation & bean-period analysis	unknown	493	E-FRAC-52: Three-Layer Model Test (Sub + Trans + Sub)
fractionation/e_frac_53_mono_inner_periodic.py	Fractionation & bean-period analysis	unknown	586	(no description)
fractionation/e_frac_54_mono_running_key_detection.py	Fractionation & bean-period analysis	unknown	601	(no description)
fractionation/e_frac_55_bean_surviving_periods.py	Fractionation & bean-period analysis	unknown	481	(no description)
statistical/e_freq_equiv_01.py	Statistical analysis, frequency, IC, entropy	unknown	274	E-FREQ-EQUIV-01: Test statistical significance of lower-half frequency equivalences.
substitution/e_freq_homophonic_analysis.py	Monoalphabetic, affine, Hill, bifid, trifid	unknown	649	E-FREQ-HOMO: K4 Letter Frequency Distribution Analysis & Homophonic Solver.
transposition/columnar/e_grid31_columnar_exhaustive.py	Columnar transposition attacks	unknown	961	Exhaustive columnar transposition search on width-31 grid and other widths for K4.
transposition/columnar/e_grid31_columnar_phase2.py	Columnar transposition attacks	unknown	522	Phase 2: Extended columnar transposition search for K4.
transposition/columnar/e_grid31_columnar_phase3.py	Columnar transposition attacks	unknown	401	Phase 3: Deep columnar search focusing on K3-derived approaches and
transposition/columnar/e_grid31_corrected_06.py	Columnar transposition attacks	unknown	544	Corrected 28×31 grid with the 3rd K2 ? squeezed (doesn't occupy a grid position).
transposition/columnar/e_grid31_first_E_05.py	Columnar transposition attacks	unknown	762	Analyze the first-E exclusion and Cardan grille overlay on the 28×31 cipher grid.
transposition/columnar/e_grid31_k3_widths_keyed_03.py	Columnar transposition attacks	unknown	428	Test K4 with K3's exact widths (21, 28) but with KEYED column orders.
transposition/columnar/e_grid31_k4_transposition_01.py	Columnar transposition attacks	unknown	525	Exploit the width-31 grid discovery for K4 transposition.
transposition/columnar/e_grid31_k4_transposition_02.py	Columnar transposition attacks	unknown	513	Grid-31 K4 transposition search — INVERSE direction + expanded keys.
transposition/columnar/e_grid31_master_build.py	Columnar transposition attacks	unknown	458	Build and verify the 28×31 Master Grid with Antipodes corrections.
transposition/columnar/e_grid31_shifting_matrix_04.py	Columnar transposition attacks	unknown	522	"Shifting matrix" transposition — Scheidt's term.
_uncategorized/e_grid_route_20x20.py	Uncategorized — needs manual review	unknown	420	E-GRID-ROUTE-20x20: Exhaustive rectangular grid route analysis up to 20x20.
grille/e_grille_01_fold_cardan.py	Grille, turning grille, and Cardan aperture attacks	unknown	925	E-GRILLE-01: Fold-as-Cardan-Grille Experiment.
grille/e_grille_02_classical_attacks.py	Grille, turning grille, and Cardan aperture attacks	unknown	491	E-GRILLE-02: Classical cipher attacks on YAR grille CT.
grille/e_grille_03_transposition_attacks.py	Grille, turning grille, and Cardan aperture attacks	unknown	772	E-GRILLE-03: Comprehensive transposition & pattern attacks on YAR grille CT.
grille/e_grille_04_missing_t_analysis.py	Grille, turning grille, and Cardan aperture attacks	unknown	616	E-GRILLE-04: Investigate why T is completely absent from YAR grille CT.
grille/e_grille_04_period_attacks.py	Grille, turning grille, and Cardan aperture attacks	unknown	517	E-GRILLE-04: Period-targeted Vigenere/Beaufort attacks on YAR grille CT.
grille/e_grille_05_5x5_grid_ciphers.py	Grille, turning grille, and Cardan aperture attacks	unknown	837	E-GRILLE-05: 5x5 Grid Cipher Attacks on YAR Grille CT.
grille/e_grille_06_reading_orders.py	Grille, turning grille, and Cardan aperture attacks	unknown	840	E-GRILLE-06: Alternative Reading Orders for YAR Grille CT.
grille/e_grille_07_autokey_hill_combo.py	Grille, turning grille, and Cardan aperture attacks	unknown	654	E-GRILLE-07: Autokey, Hill cipher, and K4 combination attacks on YAR grille CT.
grille/e_grille_08_reconstruction.py	Grille, turning grille, and Cardan aperture attacks	unknown	268	E-GRILLE-08: Reconstruct YAR Cardan grille extraction from exact ciphertext layout.
grille/e_grille_08_tableau_null_model.py	Grille, turning grille, and Cardan aperture attacks	unknown	357	E-GRILLE-08 / E-YAR-05: Tableau-specific null model for Kasiski signals.
grille/e_grille_09_k5_hypothesis.py	Grille, turning grille, and Cardan aperture attacks	unknown	489	E-GRILLE-09: Test whether the Cardan grille extract IS K5 ciphertext.
grille/e_grille_09_permutation_key.py	Grille, turning grille, and Cardan aperture attacks	unknown	438	E-GRILLE-09: Grille extract as PERMUTATION key for K4.
grille/e_grille_10_anagram_literary.py	Grille, turning grille, and Cardan aperture attacks	unknown	507	E-GRILLE-10: Is the Cardan grille extract scrambled English?
grille/e_grille_10_plaintext_source.py	Grille, turning grille, and Cardan aperture attacks	unknown	462	(no description)
grille/e_grille_11_brute_force_ka.py	Grille, turning grille, and Cardan aperture attacks	unknown	695	E-GRILLE-11: Brute-force decrypt the Cardan grille extract using
grille/e_grille_11_tableau_cell_model.py	Grille, turning grille, and Cardan aperture attacks	unknown	371	(no description)
grille/e_grille_12_installation_sweep.py	Grille, turning grille, and Cardan aperture attacks	unknown	505	E-GRILLE-12: Exhaustive installation-derived keyword sweep on the
grille/e_grille_13_field_ciphers.py	Grille, turning grille, and Cardan aperture attacks	unknown	710	E-GRILLE-13: Field-executable ciphers taught by Kryptos K1-K3.
grille/e_grille_14_fold_keyword.py	Grille, turning grille, and Cardan aperture attacks	unknown	562	E-GRILLE-14: Derive the keyword from the FOLD itself.
grille/e_grille_15_t_is_your_position.py	Grille, turning grille, and Cardan aperture attacks	unknown	468	E-GRILLE-15: "T IS YOUR POSITION" — Cardan grille from T-positions
grille/e_grille_16_t_extract_scoring.py	Grille, turning grille, and Cardan aperture attacks	unknown	335	E-GRILLE-16: Score the T-position tableau extract as candidate real CT
grille/e_grille_17_t_alternatives.py	Grille, turning grille, and Cardan aperture attacks	unknown	927	E-GRILLE-17: Alternative T-based grille constructions
grille/e_grille_18_equal_misspelling_params.py	Grille, turning grille, and Cardan aperture attacks	unknown	863	E-GRILLE-18: EQUAL anagram + misspelling positions as grille parameters
grille/e_grille_19_tableau_mask.py	Grille, turning grille, and Cardan aperture attacks	unknown	903	E-GRILLE-19: Tableau Geometry → Grille Mask Derivation
grille/e_grille_20_period8_lines73.py	Grille, turning grille, and Cardan aperture attacks	unknown	497	E-GRILLE-20: Period-8 / "8 Lines 73" — Columnar Transposition Width 8
grille/e_grille_21_scramble_order.py	Grille, turning grille, and Cardan aperture attacks	unknown	818	E-GRILLE-21: Empirical tests to distinguish scramble order for K4.
grille/e_grille_22_model2_sa.py	Grille, turning grille, and Cardan aperture attacks	unknown	635	E-GRILLE-22: Model 2 Simulated Annealing Permutation Search
_uncategorized/e_grille_cipher_panel.py	Uncategorized — needs manual review	unknown	625	E-GRILLE-CIPHER-PANEL: Apply the Cardan grille to the ENTIRE cipher panel.
_uncategorized/e_grille_ct_attack.py	Uncategorized — needs manual review	unknown	731	Comprehensive attack on the new grille-derived CT from corrected 28x31 grid.
_uncategorized/e_grille_ct_attack2.py	Uncategorized — needs manual review	unknown	555	Deep attack on new grille CT: crib-dragging, hill climbing, Beaufort focus.
_uncategorized/e_grille_ct_attack3.py	Uncategorized — needs manual review	unknown	492	Creative attacks on new grille CT: Porta, mono, grid-offset keys, Gromark.
_uncategorized/e_grille_krs_01.py	Uncategorized — needs manual review	unknown	413	E-GRILLE-KRS-01: Test KRS Cardan grille hypothesis.
_uncategorized/e_hybrid_01_k3struct_extended.py	Uncategorized — needs manual review	unknown	939	(no description)
_uncategorized/e_hybrid_02_targeted_keywords.py	Uncategorized — needs manual review	unknown	723	(no description)
polyalphabetic/e_hybrid_03_complete_columnar_vig.py	Vigenère, Beaufort, autokey, and polyalphabetic	unknown	563	E-HYBRID-03: Complete Columnar+Vigenère Hybrid — All Periods, All Clue Words.
_uncategorized/e_hybrid_03_period13_and_gaps.py	Uncategorized — needs manual review	unknown	934	(no description)
k3_continuity/e_hybrid_04_reverse_k3.py	K1-K3 method applied to K4, cross-section analysis	unknown	743	(no description)
transposition/columnar/e_k4_double_columnar_rtl.py	Columnar transposition attacks	unknown	576	Double columnar RTL transposition search for K4.
_uncategorized/e_k4_extend_v2.py	Uncategorized — needs manual review	unknown	646	e_k4_extend_v2.py — Extended BERLINCLOCK analysis, phase 2.
transposition/columnar/e_k4_keyed_columnar_01.py	Columnar transposition attacks	unknown	286	Test keyed columnar transposition on K4.
transposition/columnar/e_k4_keyed_columnar_02.py	Columnar transposition attacks	unknown	277	Enhanced K4 keyed columnar test with better diagnostics.
transposition/columnar/e_k4_keyed_columnar_03.py	Columnar transposition attacks	unknown	186	K4 keyed columnar with padding support.
transposition/columnar/e_k4_keyword_double_columnar.py	Columnar transposition attacks	unknown	376	K4 keyword-ordered double columnar transposition search.
transposition/columnar/e_k4_simple_columnar_04.py	Columnar transposition attacks	unknown	212	K4 simple columnar transposition with various reading orders.
tableau/e_ka_01_keyed_tableau_systematic.py	Tableau, KA alphabet, and keyword analysis	unknown	759	(no description)
tableau/e_ka_02_extended_gaps.py	Tableau, KA alphabet, and keyword analysis	unknown	710	E-KA-02: KA Tableau Extended Gap Analysis
tableau/e_ka_03_tableau_gaps.py	Tableau, KA alphabet, and keyword analysis	unknown	679	E-KA-03: KA Tableau — Remaining Gaps Audit
polyalphabetic/e_kasiski_00_full_analysis.py	Vigenère, Beaufort, autokey, and polyalphabetic	unknown	671	E-KASISKI-00: Full Kasiski Examination of Kryptos K4
_infra/e_ledger_01_systematic_elimination.py	Infrastructure, harnesses, validators, corpus tools	unknown	778	E-LEDGER-01: Systematic Elimination Ledger for K4.
campaigns/e_marathon_01_final_assault.py	Multi-vector campaign scripts and novel attack ideas	unknown	1895	E-MARATHON-01 — 24-Hour Final Assault on K4.
_uncategorized/e_masonic_01_pigpen_analysis.py	Uncategorized — needs manual review	unknown	714	E-MASONIC-01: Pigpen/Masonic Cipher Analysis for K4
grille/e_mengen_grille_01_band_reading.py	Grille, turning grille, and Cardan aperture attacks	unknown	771	E-MENGEN-GRILLE-01: Mengenlehreuhr band structure as Cardan grille reading order.
encoding/e_misspelling_ct_letters.py	Morse code, encoding transforms, extraction patterns	unknown	530	E-MISSPELLING-CT-LETTERS: Verify what CT letters appear at misspelling positions.
substitution/e_mono_sa_substitution.py	Monoalphabetic, affine, Hill, bifid, trifid	unknown	607	E-MONO-SA: Simulated Annealing for Simple (Monoalphabetic) Substitution on K4.
transposition/other/e_novel_01_route_ciphers.py	Non-columnar transposition attacks	unknown	295	Novel Method A: Route Ciphers on Sculpture-Related Grids.
running_key/e_novel_02_book_cipher.py	Running key and book cipher attacks	unknown	223	Novel Method B: Book Cipher Using Carter's Tomb Text.
campaigns/e_novel_03_tableau_physical.py	Multi-vector campaign scripts and novel attack ideas	unknown	237	Novel Method C: Tableau as Physical Lookup Grid.
thematic/berlin_clock/e_novel_04_berlin_clock.py	Berlin clock, Weltzeituhr, and DDR-era keys	unknown	250	Novel Method D: Berlin Clock Cipher.
campaigns/e_novel_05_doubles_intervals.py	Multi-vector campaign scripts and novel attack ideas	unknown	306	Novel Methods E, I, J: Doubled Letters, Interval/Skip Ciphers, Self-Referential.
campaigns/e_novel_06_chaocipher_evolving.py	Multi-vector campaign scripts and novel attack ideas	unknown	315	Novel Method F: Chaocipher-like Evolving Alphabet.
_uncategorized/e_nsa_01_interval7.py	Uncategorized — needs manual review	unknown	543	E-NSA-01: Interval-7 transposition + substitution sweep.
_uncategorized/e_nsa_02_missing_char.py	Uncategorized — needs manual review	unknown	348	E-NSA-02: Missing character insertion sweep.
_uncategorized/e_opgold_01_keywords.py	Uncategorized — needs manual review	unknown	352	E-OPGOLD-01: Operation Gold / Stopwatch Keywords as Cipher Keys
_uncategorized/e_opgold_02_progressive.py	Uncategorized — needs manual review	unknown	671	E-OPGOLD-02: K2-Derived Words + YAR Superscript as K4 Cipher Keys
_uncategorized/e_opgold_03_british.py	Uncategorized — needs manual review	unknown	317	E-OPGOLD-03: British Intelligence / MI6 / Five Eyes Keywords
_uncategorized/e_period_27_29_formal.py	Uncategorized — needs manual review	unknown	323	E-PERIOD-27-29: Formal elimination of periods 27, 28, 29 for K4.
_uncategorized/e_playfair_01_full_disproof.py	Uncategorized — needs manual review	unknown	674	E-PLAYFAIR-01: Comprehensive Playfair Cipher Disproof for K4
polyalphabetic/e_poly_01_polyalphabetic_analysis.py	Vigenère, Beaufort, autokey, and polyalphabetic	unknown	638	(no description)
polyalphabetic/e_poly_02_ka_tableau_and_new_keywords.py	Vigenère, Beaufort, autokey, and polyalphabetic	unknown	597	(no description)
polyalphabetic/e_poly_03_gap_fill_2026_03.py	Vigenère, Beaufort, autokey, and polyalphabetic	unknown	657	(no description)
_uncategorized/e_recurrence_00_linear_order2.py	Uncategorized — needs manual review	unknown	254	(no description)
_uncategorized/e_ref_00_8row_grid.py	Uncategorized — needs manual review	unknown	450	E-REF-00: 8-Row Grid Transposition Hypothesis
_uncategorized/e_ref_01_carter_chapterX.py	Uncategorized — needs manual review	unknown	447	E-REF-01: Carter Chapter X Running Key Hypothesis
transposition/other/e_ref_02_strip_cipher.py	Non-columnar transposition attacks	unknown	508	E-REF-02: Physical Strip Cipher Model
campaigns/e_rerun_01_opgold_expanded.py	Multi-vector campaign scripts and novel attack ideas	unknown	289	E-RERUN-01: Expanded Thematic Keywords as Cipher Keys + Bean-Width Columnar
campaigns/e_rerun_02_tableau_expanded.py	Multi-vector campaign scripts and novel attack ideas	unknown	400	E-RERUN-02: Expanded Thematic Keywords at Bean-Surviving Periods (K3-Method)
transposition/columnar/e_rerun_03_columnar_expanded.py	Columnar transposition attacks	unknown	247	E-RERUN-03: Expanded Keyword Columnar + Myszkowski Sweep
campaigns/e_review_model_b_search.py	Multi-vector campaign scripts and novel attack ideas	unknown	424	E-REVIEW-MODEL-B: Search for Model B (trans-then-sub) at periods 14-26.
_uncategorized/e_roman_01_comprehensive.py	Uncategorized — needs manual review	unknown	783	E-ROMAN-01: Comprehensive Roman Numeral Hypothesis Test.
_uncategorized/e_roman_02_exhaustive.py	Uncategorized — needs manual review	unknown	467	E-ROMAN-02: Exhaustive transposition sweeps with Roman numeral keys.
_uncategorized/e_roman_03_triple_trans.py	Uncategorized — needs manual review	unknown	408	E-ROMAN-03: Triple sequential columnar transposition experiment.
_uncategorized/e_roman_03b_abscissa_coords.py	Uncategorized — needs manual review	unknown	605	E-ROMAN-03b: ABSCISSA/PALIMPSEST/KRYPTOS coordinate-based triple transposition.
_uncategorized/e_roman_04_3d_grid.py	Uncategorized — needs manual review	unknown	393	E-ROMAN-04: 3D Grid Transposition Experiment.
_uncategorized/e_roman_04b_abscissa_coords.py	Uncategorized — needs manual review	unknown	558	E-ROMAN-04b: ABSCISSA=x-coordinate Hypothesis (addendum to E-ROMAN-04).
_uncategorized/e_roman_05_anomaly_params.py	Uncategorized — needs manual review	unknown	1072	E-ROMAN-05: Anomaly-Derived Cipher Parameters.
transposition/other/e_route_definitive.py	Non-columnar transposition attacks	unknown	727	E-ROUTE-DEFINITIVE: Comprehensive Route Transposition at Bean-Surviving Periods.
running_key/e_runkey_002_k123_plaintext.py	Running key and book cipher attacks	unknown	184	E-RUNKEY-002: Running key from K1/K2/K3 plaintexts.
transposition/other/e_s_02_stride_transposition.py	Non-columnar transposition attacks	unknown	490	E-S-02: Stride-based transposition sweep.
transposition/other/e_s_03_missing_char_routes.py	Non-columnar transposition attacks	unknown	856	E-S-03: Missing character + non-columnar transpositions on 7×14 grid.
transposition/other/e_s_04_missing_char_structural.py	Non-columnar transposition attacks	unknown	659	E-S-04: Missing character structural analysis.
_uncategorized/e_s_05_algebraic_fractionation.py	Uncategorized — needs manual review	unknown	666	E-S-05: Algebraic Fractionation & Hill Cipher Sweep
transposition/columnar/e_s_06_double_columnar.py	Columnar transposition attacks	unknown	376	E-S-06: Double columnar transposition + periodic Vigenère.
transposition/other/e_s_07_sa_permutation.py	Non-columnar transposition attacks	unknown	376	E-S-07: Simulated annealing over arbitrary permutations.
_uncategorized/e_s_08_sa_quadgram.py	Uncategorized — needs manual review	unknown	374	E-S-08: SA over permutations with quadgram + crib fitness.
substitution/e_s_09_bifid_algebraic.py	Monoalphabetic, affine, Hill, bifid, trifid	unknown	247	E-S-09: Algebraic bifid/trifid contradiction finder for ALL periods.
polyalphabetic/e_s_100_porta_proper.py	Vigenère, Beaufort, autokey, and polyalphabetic	unknown	272	E-S-100: Porta Cipher + Width-7 Columnar (Proper Constraint Propagation)
transposition/columnar/e_s_101_statistical_transposition.py	Columnar transposition attacks	unknown	307	(no description)
_uncategorized/e_s_102_grid_position_key.py	Uncategorized — needs manual review	unknown	624	E-S-102: Grid-Position Key Generation + Width-7 Columnar
running_key/e_s_103_thematic_running_key.py	Running key and book cipher attacks	unknown	319	E-S-103: Thematic Running Key + Width-7 Columnar (Extended Search)
grille/e_s_104_turning_grille.py	Grille, turning grille, and Cardan aperture attacks	unknown	525	E-S-104: Turning Grille with Constraint Propagation
k3_continuity/e_s_105_self_key_and_derived.py	K1-K3 method applied to K4, cross-section analysis	unknown	467	E-S-105: Self-Keying Double Columnar + Derived Key Schemes
k3_continuity/e_s_106_k3_outer_layer.py	K1-K3 method applied to K4, cross-section analysis	unknown	519	(no description)
substitution/e_s_107_shifted_mixed_alpha.py	Monoalphabetic, affine, Hill, bifid, trifid	unknown	397	E-S-107: Shifted Keyword-Mixed Alphabets + Width-7 Columnar.
transposition/columnar/e_s_108_column_statistics.py	Columnar transposition attacks	unknown	406	E-S-108: Column Statistics for Transposition Ordering Identification.
transposition/columnar/e_s_109_top_ordering_analysis.py	Columnar transposition attacks	unknown	540	E-S-109: Deep Analysis of Top Statistically-Ranked Orderings.
_uncategorized/e_s_10_additive_grid_key.py	Uncategorized — needs manual review	unknown	263	E-S-10: Algebraic test of additive row+column key model.
thematic/sculpture_physical/e_s_110_k5_position_cipher.py	Physical sculpture, installation, and coordinate keys	unknown	442	(no description)
encoding/e_s_112_morse_transforms.py	Morse code, encoding transforms, extraction patterns	unknown	356	E-S-112: Morse code transforms and K0→K4 link tests.
thematic/sculpture_physical/e_s_117_coordinate_keys.py	Physical sculpture, installation, and coordinate keys	unknown	411	E-S-117: Coordinate-derived key tests for K4.
k3_continuity/e_s_119_k3_grid_k4.py	K1-K3 method applied to K4, cross-section analysis	unknown	403	E-S-119: K3-derived grid rotation tests for K4.
running_key/e_s_11_running_key_transposition.py	Running key and book cipher attacks	unknown	413	E-S-11: Running key + columnar transposition.
_uncategorized/e_s_120_desparatly_test.py	Uncategorized — needs manual review	unknown	352	E-S-120: Misspelling-derived parameter tests for K4.
crib_analysis/e_s_121_constraint_assembly.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	297	E-S-121: Full constraint assembly pipeline — ALL K0-K3 parameters × ALL models.
thematic/berlin_clock/e_s_122_berlin_clock_perm.py	Berlin clock, Weltzeituhr, and DDR-era keys	unknown	441	E-S-122: Berlin Clock (Mengenlehreuhr) permutation tests for K4.
thematic/sculpture_physical/e_s_123_compass_bearing_key.py	Physical sculpture, installation, and coordinate keys	unknown	275	E-S-123: Compass bearing + YAR superscript key tests for K4.
_uncategorized/e_s_124_palimpsest_method.py	Uncategorized — needs manual review	unknown	336	E-S-124: Palimpsest-as-method — K1-K3 texts as running key masks for K4.
crib_analysis/e_s_125_positional_misalignment.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	339	E-S-125: Positional misalignment test for K4.
thematic/berlin_clock/e_s_127_weltzeituhr.py	Berlin clock, Weltzeituhr, and DDR-era keys	unknown	521	E-S-127: Urania Weltzeituhr (World Time Clock) tests for K4.
thematic/berlin_clock/e_s_128_weltzeituhr_cities.py	Berlin clock, Weltzeituhr, and DDR-era keys	unknown	915	E-S-128: Weltzeituhr city-name-derived keys for K4.
_uncategorized/e_s_129_charlie_insertion.py	Uncategorized — needs manual review	unknown	542	E-S-129: Checkpoint Charlie 'C' insertion hypothesis.
transposition/other/e_s_12_reading_orders.py	Non-columnar transposition attacks	unknown	362	E-S-12: Non-standard reading orders + Vigenère.
crib_analysis/e_s_130_checkpoint_98char.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	499	E-S-130: CHECKPOINT 98-char hypothesis — algebraic constraint propagation.
crib_analysis/e_s_131_point_crib_sweep.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	584	E-S-131: POINT crib sweep — test POINT at all valid positions.
statistical/e_s_132_regression_meta_analysis.py	Statistical analysis, frequency, IC, entropy	unknown	883	E-S-132: Multiple Linear Regression Meta-Analysis of All K4 Experiments.
transposition/columnar/e_s_133_width9_columnar.py	Columnar transposition attacks	unknown	385	E-S-133: Width-9 Columnar Transposition as Multi-Layer Component.
transposition/columnar/e_s_133b_width9_strict.py	Columnar transposition attacks	unknown	265	E-S-133b: Width-9 STRICT algebraic check + random baseline comparison.
thematic/berlin_clock/e_s_134_weltzeituhr_ddr_era.py	Berlin clock, Weltzeituhr, and DDR-era keys	unknown	765	E-S-134: DDR-era (1989/1990) Weltzeituhr city list as K4 key material.
running_key/e_s_135_berlin_wall_running_key.py	Running key and book cipher attacks	unknown	442	E-S-135: Berlin Wall speech texts as running key sources.
running_key/e_s_136_great_big_story_rk.py	Running key and book cipher attacks	unknown	261	E-S-136: Great Big Story transcript as running key source.
crib_analysis/e_s_137_point_crib_placement.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	457	E-S-137: Algebraic placement analysis for POINT / THEPOINT / WHATSTHEPOINT.
crib_analysis/e_s_138_point_sa_optimization.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	540	E-S-138: SA optimization with POINT-family cribs as additional fixed plaintext.
thematic/berlin_clock/e_s_139_berlin_themed_cribs.py	Berlin clock, Weltzeituhr, and DDR-era keys	unknown	413	E-S-139: Berlin-themed crib word analysis.
_uncategorized/e_s_13_keyword_transposition.py	Uncategorized — needs manual review	unknown	496	E-S-13: Keyword-derived transposition + Vigenère/Beaufort period consistency.
crib_analysis/e_s_140_secret_reminder_crib_test.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	447	E-S-140: SECRET/SECRETS and REMINDER crib analysis.
crib_analysis/e_s_141_point_end_sa.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	342	E-S-141: SA optimization for POINT-family at END of plaintext (pos 74-96).
thematic/berlin_clock/e_s_142_weltzeituhr_orrery.py	Berlin clock, Weltzeituhr, and DDR-era keys	unknown	687	E-S-142: Weltzeituhr solar system model (orrery) as K4 key material.
campaigns/e_s_143_progressive_onion.py	Multi-vector campaign scripts and novel attack ideas	unknown	689	E-S-143: Progressive Onion — K0/K1/K2/K3 layers stacked on K4.
encoding/e_s_144_morse_structural.py	Morse code, encoding transforms, extraction patterns	unknown	537	E-S-144: Morse code K0 data as SECOND-ORDER structural parameters for K4.
_uncategorized/e_s_145_dryad_matrix.py	Uncategorized — needs manual review	unknown	705	E-S-145: DRYAD/BATCO-style matrix table cipher for K4.
_uncategorized/e_s_146_anomaly_w7_transposition.py	Uncategorized — needs manual review	unknown	581	E-S-146: Anomaly-derived width-7 transposition keys with running key SA.
_uncategorized/e_s_147_shift5_f_parameter.py	Uncategorized — needs manual review	unknown	749	E-S-147: Shift-5 (F-parameter) and anomaly-derived cipher models for K4.
_uncategorized/e_s_148_combined_anomaly.py	Uncategorized — needs manual review	unknown	714	E-S-148: Combined anomaly-derived cipher models for K4.
crib_analysis/e_s_149_anomaly_conceptual.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	499	E-S-149: Anomaly "Enactment" Model — Cut-point rearrangements.
crib_analysis/e_s_14_crib_perturbation.py	Crib dragging, plaintext reconstruction, constraint solving	unknown	386	E-S-14: Crib perturbation test.
_uncategorized/e_s_150_carter_date_key.py	Uncategorized — needs manual review	unknown	482	E-S-150: Howard Carter's tomb opening date (11/26/1922) as K4 key material.
substitution/e_s_151_hill_w9_yart.py	Monoalphabetic, affine, Hill, bifid, trifid	unknown	647	E-S-151: Hill Cipher Width-9 Gap Closure + YART Anomaly Matrices
_uncategorized/e_s_152_nato_protocol.py	Uncategorized — needs manual review	unknown	641	E-S-152: NATO / Military Protocol Cipher Hypotheses
thematic/berlin_clock/e_s_153_berlin_words_crib_test.py	Berlin clock, Weltzeituhr, and DDR-era keys	unknown	476	E-S-139: Test Berlin-themed words as additional cribs.
campaigns/e_s_154_progressive_bridge.py	Multi-vector campaign scripts and novel attack ideas	unknown	519	E-S-145: Progressive bridge experiments — K3→K4 gap analysis.
_uncategorized/e_s_15_creative_keys.py	Uncategorized — needs manual review	unknown	545	E-S-15: Creative key generation hypotheses.
_uncategorized/e_s_16_sa_keyspace.py	Uncategorized — needs manual review	unknown	284	E-S-16: SA directly over key space (no transposition).
encoding/e_s_17_extraction_patterns.py	Morse code, encoding transforms, extraction patterns	unknown	339	E-S-17: Steganographic / extraction pattern analysis.
_uncategorized/e_s_18_turning_grille.py	Uncategorized — needs manual review	unknown	479	E-S-18: Turning grille constraint-guided search.
